500,-0.00236,0.003372,-0.007495,-0.071024,-0.001304,0.002692,-0.002903,0.000132,0.002131,-0.000168,0.000948,0,0.000984,-0.003606
501,-0.002361,0.003372,-0.007495,-0.071023,-0.001304,0.002693,-0.002903,3.90E-05,0.002462,-0.000156,0.000882,0,0.002263,-0.001442
502,-0.002363,0.003371,-0.007495,-0.071021,-0.001304,0.002693,-0.002903,3.60E-05,0.00119,-0.000145,0.00082,0,0.002298,0
503,-0.002367,0.003371,-0.007495,-0.07102,-0.001304,0.002693,-0.002903,-0.000245,5.30E-05,-0.00016,0.000762,0,0.003974,-0.00601
504,-0.002372,0.003371,-0.007495,-0.071018,-0.001304,0.002693,-0.002903,-0.001289,0.000294,-0.000149,0.000709,0,0.003729,-0.002764
505,-0.002378,0.003372,-0.007496,-0.071017,-0.001304,0.002692,-0.002903,-0.001376,0.002165,-0.000138,0.000659,0,-0.000931,-0.001322
506,-0.002384,0.003372,-0.0075,-0.071016,-0.001304,0.002691,-0.002903,-0.001296,0.004491,-0.001072,0.000613,0,-0.005071,0.000361
507,-0.00239,0.003372,-0.007508,-0.071015,-0.001304,0.002692,-0.002903,-0.001205,0.004467,-0.002034,0.00057,0,-0.002415,-0.002163
508,-0.002395,0.003371,-0.007524,-0.071014,-0.001304,0.002692,-0.002903,-0.001121,0.002241,-0.005515,0.00053,0,-0.001083,0
509,-0.0024,0.003371,-0.007551,-0.071013,-0.001304,0.002692,-0.002903,-0.001042,0.002311,-0.010193,0.000493,0,-0.000501,-0.000841
510,-0.002405,0.003371,-0.007592,-0.071012,-0.001304,0.002693,-0.002903,-0.000969,0.002697,-0.013633,0.000458,0,0.001953,0
511,-0.002409,0.00337,-0.007646,-0.071011,-0.001304,0.002693,-0.002915,-0.000901,0.003759,-0.018635,0.000426,0,0.004108,-0.047115
512,-0.002413,0.003371,-0.007714,-0.07101,-0.001304,0.002692,-0.002903,-0.000838,0.002868,-0.02203,0.000396,0,-0.000739,-0.000841
513,-0.002417,0.003371,-0.007794,-0.071009,-0.001304,0.002692,-0.002903,-0.000779,0.00407,-0.02448,0.000369,0,0.001057,0.00024
514,-0.00242,0.003371,-0.007889,-0.071009,-0.001304,0.002691,-0.002903,-0.000725,0.004117,-0.030938,0.000343,0,-0.003871,0
515,-0.002423,0.003372,-0.008,-0.071008,-0.001304,0.00269,-0.002903,-0.000674,0.00535,-0.034819,0.000319,0,-0.005529,0
516,-0.002426,0.003371,-0.008127,-0.071008,-0.001304,0.002691,-0.002903,-0.000627,0.004052,-0.038825,0.000296,0,-0.004923,0
517,-0.002429,0.003372,-0.008274,-0.071007,-0.001304,0.002691,-0.002903,-0.000583,0.005251,-0.043425,0.000276,0,-0.004232,0
518,-0.002432,0.003371,-0.008445,-0.071006,-0.001304,0.002692,-0.002903,-0.000542,0.004204,-0.051032,0.000256,0,-0.003548,0.004447
519,-0.002435,0.003371,-0.008642,-0.071006,-0.001304,0.002691,-0.002903,-0.000984,0.00364,-0.056749,0.000238,0,-0.004369,0.016947
520,-0.002439,0.00337,-0.00887,-0.071006,-0.001304,0.00269,-0.002903,-0.000915,0.003048,-0.064282,0.000222,0,-0.008596,0
521,-0.002443,0.003371,-0.009133,-0.071005,-0.001304,0.00269,-0.002903,-0.000859,0.003529,-0.074404,0.000206,0,-0.004909,0.001202
522,-0.002447,0.003371,-0.009433,-0.071005,-0.001304,0.002691,-0.002903,-0.000799,0.00329,-0.082687,0.000192,0,-0.002711,0
523,-0.002452,0.00337,-0.00977,-0.071004,-0.001304,0.00269,-0.002903,-0.000743,0.002731,-0.090204,0.000178,0,-0.004594,0.004447
524,-0.002457,0.00337,-0.010144,-0.071004,-0.001304,0.00269,-0.002915,-0.000691,0.001794,-0.103203,0.000166,0,-0.00241,-0.045913
525,-0.002462,0.003371,-0.010555,-0.071004,-0.001304,0.002691,-0.002903,-0.000643,0.003471,-0.110689,0.000154,0,-0.002216,0.000361
526,-0.002467,0.003371,-0.01101,-0.071004,-0.001304,0.002691,-0.002903,-0.000598,0.005693,-0.122748,0.000143,0,-0.000619,0.015024
527,-0.002471,0.003371,-0.011512,-0.071003,-0.001304,0.002691,-0.002903,-0.000556,0.004287,-0.136389,0.000133,0,0.001826,0.001442
528,-0.002475,0.003371,-0.012064,-0.071003,-0.001304,0.002692,-0.002903,-0.000517,0.003008,-0.150962,0.000132,0,0.002043,0.016466
529,-0.002478,0.003371,-0.012668,-0.071003,-0.001304,0.002692,-0.002903,-0.00048,0.00292,-0.168102,0.000123,0,0.002111,0
530,-0.002481,0.003371,-0.013319,-0.071003,-0.001304,0.002691,-0.002903,-0.000447,0.003579,-0.180307,0.000114,0,0.001036,0.000361
531,-0.002484,0.003371,-0.014021,-0.071002,-0.001304,0.002691,-0.002915,-0.000415,0.004385,-0.19834,0.000106,0,0.003609,-0.014663
532,-0.002487,0.003371,-0.014774,-0.071002,-0.001304,0.002692,-0.002915,-0.000386,0.003349,-0.212672,9.90E-05,0,0.006306,0.02476
533,-0.00249,0.00337,-0.015572,-0.071002,-0.001304,0.002692,-0.002915,-0.000359,0.002984,-0.218492,9.20E-05,0,0.007599,-0.011298
534,-0.002492,0.00337,-0.016417,-0.071002,-0.001304,0.002692,-0.002903,-0.000334,0.00312,-0.225437,0.000313,0,0.009232,0.019231
535,-0.002495,0.00337,-0.017313,-0.071002,-0.001304,0.002691,-0.002903,-0.000311,0.00379,-0.231996,0.00078,0,0.003807,0.001563
536,-0.002497,0.00337,-0.018271,-0.071002,-0.001304,0.002692,-0.002903,-0.000289,0.003179,-0.247365,0.00011,0,0.00665,-0.014062
537,-0.002499,0.00337,-0.019297,-0.071002,-0.001304,0.002691,-0.002903,-0.000269,0.002779,-0.263097,-0.000311,0.0015,0.003192,0.037019
538,-0.002501,0.00337,-0.020391,-0.071003,-0.001304,0.002691,-0.002915,-0.00025,0.002007,-0.278662,-0.000794,0.001395,0.003448,-0.01875
539,-0.002504,0.003369,-0.021562,-0.071003,-0.001305,0.00269,-0.002903,-0.000249,0.000851,-0.297408,-0.001244,0.001297,0.001285,0.036418
540,-0.002506,0.003369,-0.02282,-0.071003,-0.001305,0.00269,-0.002915,-0.000232,-0.000477,-0.315943,-0.001233,0.001206,-0.002454,-0.00613
541,-0.002508,0.003369,-0.02416,-0.071003,-0.001305,0.00269,-0.002915,0.000889,-5.20E-05,-0.340266,-0.001147,0.001122,0.000642,-0.000481
542,-0.002511,0.003369,-0.025594,-0.071003,-0.001306,0.00269,-0.002915,0.000826,0.000171,-0.370039,-0.001066,0.001043,0.002274,-0.019832
